title,abstract,link,rank,score
"Đề xuất 8 cơ chế đặc thù, tháo gỡ triệt để khó khăn cho các chương trình mục tiêu quốc gia","(ĐCSVN) - Chính phủ trình Quốc hội xem xét, quyết nghị thông qua “Nghị quyết của Quốc hội về một số cơ chế, chính sách đặc thù thực hiện các chương trình mục tiêu quốc gia” để tháo gỡ một cách triệt để các khó khăn, vướng mắc, đẩy nhanh tiến độ thực hiện các chương trình trong thời gian tới.",https://dangcongsan.vn/xa-hoi/de-xuat-8-co-che-dac-thu-thao-go-triet-de-kho-khan-cho-cac-chuong-trinh-muc-tieu-quoc-gia-657953.html,68,0
"Bắc Bộ và Bắc Trung Bộ đêm và sáng mưa nhỏ, sương mù rải rác","(ĐCSVN) – Hôm nay (16/1), khu vực Bắc Bộ và Bắc Trung Bộ đêm và sáng sớm có mưa nhỏ, mưa phùn và sương mù rải rác, sau có mưa vào nơi. Trung và Nam Trung Bộ đến Tây Nguyên, Nam Bộ ngày nắng, đêm mưa vài nơi.",https://dangcongsan.vn/xa-hoi/bac-bo-va-bac-trung-bo-dem-va-sang-mua-nho-suong-mu-rai-rac-657952.html,69,0
Thắt chặt tình quân - dân nơi biên giới,"(ĐCSVN) - Trong các ngày 14 và 15/1, Bộ Chỉ huy Bộ đội Biên phòng tỉnh Tây Ninh phối hợp cùng các đơn vị, nhà hảo tâm tổ chức Chương trình “Xuân Biên phòng - Ấm lòng dân bản” tại nhiều xã trên địa bàn huyện Tân Biên.",https://dangcongsan.vn/xa-hoi/that-chat-tinh-quan-dan-noi-bien-gioi-657931.html,70,0
BIDV dành 20 tỷ đồng tặng quà Tết cho đồng bào nghèo Xuân Giáp Thìn 2024,"(ĐCSVN) - 40.000 phần quà Tết dành tặng đồng bào nghèo, người dân bị ảnh hưởng bởi thiên tai trên cả nước được cán bộ, nhân viên Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV) đóng góp tâm sức thực hiện chương trình vì cộng đồng.",https://dangcongsan.vn/xa-hoi/bidv-danh-20-ty-dong-tang-qua-tet-cho-dong-bao-ngheo-xuan-giap-thin-2024-657928.html,71,0
Thi tìm hiểu “Tân Cảng Sài Gòn: 35 năm vươn tầm thế giới - kết nối toàn cầu”,"(ĐCSVN) - Chiều 15/01, tại thành phố Thủ Đức (Thành phố Hồ Chí Minh), Tổng công ty Tân Cảng Sài Gòn, Quân chủng Hải quân tổ chức Lễ phát động Cuộc thi tìm hiểu “Tân Cảng Sài Gòn 35 năm vươn tầm thế giới - kết nối toàn cầu (15/3/1989 - 15/3/2024)”.",https://dangcongsan.vn/xa-hoi/thi-tim-hieu-tan-cang-sai-gon-35-nam-vuon-tam-the-gioi-ket-noi-toan-cau-657935.html,72,0
Thủ tướng yêu cầu khẩn trương điều tra làm rõ nguyên nhân vụ cháy tại phố Hàng Lược (Hà Nội),"(ĐCSVN) - Thủ tướng Chính phủ yêu cầu khẩn trương điều tra làm rõ nguyên nhân vụ cháy tại số 4 Hàng Lược, quận Hoàn Kiếm, Thành phố Hà Nội, khiến 4 người tử vong.",https://dangcongsan.vn/thoi-su/thu-tuong-yeu-cau-khan-truong-dieu-tra-lam-ro-nguyen-nhan-vu-chay-tai-pho-hang-luoc-ha-noi-657907.html,73,0
"Nâng cao năng lực phòng cháy, chữa cháy ở Việt Nam","(ĐCSVN) - Với sự phối hợp từ phía Nhật Bản, Dự án nhằm hỗ trợ về kỹ thuật để nâng cao năng lực cho lực lượng cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ Việt Nam.",https://dangcongsan.vn/xa-hoi/nang-cao-nang-luc-phong-chay-chua-chay-o-viet-nam-657895.html,74,0
Chương trình “Xuân Quê hương” chào đón đồng bào xa Tổ quốc về nước vui Tết cổ truyền dân tộc,"(ĐCSVN) - Nhằm thể hiện sự quan tâm của Đảng, Nhà nước và nhân dân cả nước đối với cộng đồng người Việt Nam ở nước ngoài, hàng năm, vào dịp Tết cổ truyền của dân tộc, Ủy ban Nhà nước về người Việt Nam ở nước ngoài (Bộ Ngoại giao) phối hợp với các cơ quan liên quan tổ chức chương trình “Xuân Quê hương” chào đón đồng bào xa Tổ quốc về nước vui Tết cổ truyền dân tộc.",https://dangcongsan.vn/xa-hoi/chuong-trinh-xuan-que-huong-chao-don-dong-bao-xa-to-quoc-ve-nuoc-vui-tet-co-truyen-dan-toc-657883.html,75,0
Bình Dương: Mức thưởng Tết Nguyên đán năm nay cao nhất là 574 triệu đồng/người,"(ĐCSVN) - Theo Sở Lao động - Thương binh và Xã hội tỉnh Bình Dương, qua công tác rà soát tổng hợp, đã có 1.861 doanh nghiệp báo cáo về lương thưởng Tết. Năm nay, tại Bình Dương, doanh nghiệp có mức thưởng Tết Nguyên đán cao nhất là 574 triệu đồng.",https://dangcongsan.vn/xa-hoi/binh-duong-muc-thuong-tet-nguyen-dan-nam-nay-cao-nhat-la-574-trieu-dong-nguoi-657887.html,76,0
22 tác phẩm đoạt giải tại Liên hoan phim toàn quốc về An toàn giao thông,"(ĐCSVN) - Ban Tổ chức đã trao thưởng cho 22 tác phẩm đạt giải trong đó có 2 giải Nhất, 4 giải Nhì, 6 giải Ba và 10 giải Khuyến khích. Đồng thời, khán giả cũng bình chọn 5 tác phẩm được yêu thích nhất trong 22 tác phẩm đạt giải.",https://dangcongsan.vn/xa-hoi/22-tac-pham-doat-giai-tai-lien-hoan-phim-toan-quoc-ve-an-toan-giao-thong-657876.html,77,0
"Bài 2 (kỳ cuối): Niềm vui được ""định danh"" và chiếc cổng làng đoàn kết","(ĐCSVN) - Do việc 140 nhân khẩu ở thôn Thượng Minh (xã Hồng Quang, huyện Lâm Bình, tỉnh Tuyên Quang) tự nhận mình là dân tộc ""Thủy"" nên gặp rất nhiều khó khăn, vướng mắc khi làm Căn cước công dân. Từ khi có sự vào cuộc rất tích cực của Công an tỉnh và các ngành chức năng của tỉnh Tuyên Quang, bà con đã đồng ý ghép vào nhóm dân tộc Pà Thẻn, nên đã được cấp Căn cước công dân, được hưởng đầy đủ mọi quyền lợi.",https://dangcongsan.vn/xa-hoi/bai-2-ky-cuoi-niem-vui-duoc-dinh-danh-va-chiec-cong-lang-doan-ket-657885.html,78,0
"Bài 1: Trăn trở cấp Căn cước công dân cho cộng đồng tự nhận là dân tộc ""Thủy"" ở Tuyên Quang","(ĐCSVN) - Thôn Thượng Minh thuộc xã Hồng Quang, huyện Lâm Bình, là địa bàn cư trú của một số dân tộc anh em như người Kinh, người Pà Thẻn, người Dao… Từ năm 2015 trở về trước, có khoảng 140 khẩu khi làm giấy tờ tùy thân tự nhận mình là dân tộc “Thủy”. Nhưng trong danh mục 54 dân tộc Việt Nam, theo các quy định của pháp luật đã được minh định từ nhiều năm trước, không có dân tộc nào là “Thủy” dẫn đến khó khăn khi làm Căn cước công dân, đòi hỏi các cấp, các ngành địa phương khẩn trương vào cuộc tháo gỡ...",https://dangcongsan.vn/xa-hoi/bai-1-tran-tro-cap-can-cuoc-cong-dan-cho-cong-dong-tu-nhan-la-dan-toc-thuy-o-tuyen-quang-657882.html,79,0
Miền Bắc tiếp tục mưa phùn và sương mù,"(ĐCSVN) - Hôm nay (15/1), miền Bắc tiếp tục mưa phùn và sương mù; nền nhiệt tăng, trời ấm dần. Trung Bộ hết mưa, trời hửng nắng. Tây Nguyên, Nam Bộ tiếp tục nắng.",https://dangcongsan.vn/xa-hoi/mien-bac-tiep-tuc-mua-phun-va-suong-mu-657875.html,80,0
"Hội Chữ thập đỏ Phúc Lộc: Vận động hơn 5,1 tỷ đồng hỗ trợ người có hoàn cảnh khó khăn","(ĐCSVN) - Sau hơn 1 năm hoạt động, Hội chữ thập đỏ Phúc Lộc đã tổ chức 50 chương trình thiện nguyện, nhân đạo và hỗ trợ cộng đồng với tổng kinh phí vận động trên 5,1 tỉ đồng như: cứu trợ lũ lụt, hỗ trợ thiên tai; khám bệnh, phát thuốc miễn phí; chăm lo cho người nghèo, trẻ em có hoàn cảnh đặc biệt; xây cầu, xây sửa nhà…",https://dangcongsan.vn/xa-hoi/hoi-chu-thap-do-phuc-loc-van-dong-hon-5-1-ty-dong-ho-tro-nguoi-co-hoan-canh-kho-khan-657863.html,81,0
Thường trực Ban Bí thư tặng quà Tết cho công nhân Khu công nghiệp Phú Hội,"(ĐCSVN) - Sáng 14/1, Ủy viên Bộ Chính trị, Thường trực Ban Bí thư, Trưởng Ban Tổ chức Trung ương Trương Thị Mai đã đến thăm hỏi, động viên và trao quà Tết tặng 200 công nhân, người lao động đang làm việc tại Khu công nghiệp Phú Hội, huyện Đức Trọng (tỉnh Lâm Đồng), mỗi suất quà trị giá 1,3 triệu đồng.",https://dangcongsan.vn/thoi-su/thuong-truc-ban-bi-thu-tang-qua-tet-cho-cong-nhan-khu-cong-nghiep-phu-hoi-657862.html,82,0
"Nhiều sản phẩm giảm giá khi mua hàng trong “Chợ Tết Công đoàn năm 2024” trên Shopee, Tiki","(ĐCSVN) - Từ 0 giờ ngày 15/1 đến 24 giờ ngày 7/2/2024, đoàn viên công đoàn, người lao động có thể tham gia mua hàng hóa, sản phẩm tiêu dùng dịp Tết Nguyên đán tại chương trình “Chợ Tết Công đoàn năm 2024” được tổ chức trên sàn giao dịch thương mại điện tử Shopee, Tiki…",https://dangcongsan.vn/xa-hoi/nhieu-san-pham-giam-gia-khi-mua-hang-trong-cho-tet-cong-doan-nam-2024-tren-shopee-tiki-657860.html,83,0
“Lof Bus - Chuyến xe yêu thương”: Gặp thiếu nhi mồ côi do ảnh hưởng dịch COVID-19,"(ĐCSVN) -  “Lof Bus - Chuyến xe yêu thương” là hành trình với mong muốn chở tất cả những điều hạnh phúc đến với các em nhỏ có hoàn cảnh khó khăn ở khắp mọi miền đất nước. Chuyến xe chỉ có điểm xuất phát mà không có điểm kết thúc bởi đó là chuyến xe chở đi những yêu thương, chia sẻ của cộng đồng dành cho các em nhỏ.",https://dangcongsan.vn/xa-hoi/lof-bus-chuyen-xe-yeu-thuong-gap-thieu-nhi-mo-coi-do-anh-huong-dich-covid-19-657859.html,84,0
Năm 2024: Du lịch TP Hồ Chí Minh bứt phá để tiếp tục phát triển mạnh mẽ,"(ĐCSVN) - Năm 2024, dự báo cũng sẽ còn nhiều khó khăn, thách thức. Với phương châm đoàn kết – chủ động – sáng tạo- quyết tâm – kiến trì, ngành Du lịch Thành phố Hồ Chí Minh sẽ tiếp tục có những bước phát triển mạnh mẽ hơn so với năm 2023, đóng góp quan trọng vào sự tăng trưởng của kinh tế Thành phố.",https://dangcongsan.vn/xa-hoi/nam-2024-du-lich-tp-ho-chi-minh-but-pha-de-tiep-tuc-phat-trien-manh-me-657668.html,85,0
"Bình Phước tăng cường giải quyết việc làm, nâng cao chất lượng nguồn lao động","(ĐCSVN) - Năm 2024, Bình Phước phấn đấu 43.000 người được giải quyết việc làm, tỷ lệ lao động qua đào tạo là 67%, tỷ lệ thất nghiệp khu vực thành thị duy trì dưới 3%.",https://dangcongsan.vn/xa-hoi/binh-phuoc-tang-cuong-giai-quyet-viec-lam-nang-cao-chat-luong-nguon-lao-dong-657858.html,86,0
"Miền Bắc giảm mưa, trời ấm dần","(ĐCSVN) – Hôm nay (14/1), miền Bắc mưa nhỏ rải rác và có xu hướng giảm dần. Trung Bộ mưa vài nơi, trưa chiều hửng nắng. Tây Nguyên, Nam Bộ nắng nhiều.",https://dangcongsan.vn/xa-hoi/mien-bac-giam-mua-troi-am-dan-657848.html,87,0
Vĩnh Long: Khởi động phong trào Tết Nhân ái Xuân Giáp Thìn,"(ĐCSVN) - Thực hiện phong trào Tết Nhân ái Xuân Giáp Thìn, từ ngày 11/1 đến 5/2/2024, toàn tỉnh Vĩnh Long phấn đấu chăm lo, hỗ trợ 15.000 người nghèo, người có hoàn cảnh khó khăn, người dễ bị tổn thương, không có điều kiện vui xuân, đón Tết cùng với gia đình...",https://dangcongsan.vn/xa-hoi/vinh-long-khoi-dong-phong-trao-tet-nhan-ai-xuan-giap-thin-657839.html,88,0
Ấm áp nghĩa tình quân - dân,"(ĐCSVN) - Ngày 13/1, Bộ Chỉ huy Bộ đội Biên phòng tỉnh Đắk Lắk phối hợp với các cơ quan, đơn vị, nhà hảo tâm tổ chức Chương trình “Xuân Biên phòng ấm lòng dân bản” năm 2024 tại xã Krông Na, huyện Buôn Đôn. Với nhiều hoạt động phong phú, thiết thực, Chương trình đã góp phần tô thắm thêm vẻ đẹp ""Bộ đội Cụ Hồ"", đồng thời củng cố mối quan hệ gắn bó đoàn kết quân - dân trên các khu vực biên giới.",https://dangcongsan.vn/xa-hoi/am-ap-nghia-tinh-quan-dan-657836.html,89,0
"Sát cánh, đồng hành cùng ngư dân","(ĐCSVN) - Trong hai ngày 12 và 13/1, tại thành phố Uông Bí,tỉnh Quảng Ninh, Bộ tư lệnh Vùng Cảnh sát biển 1 đã phối hợp với Ban Dân vận Tỉnh ủy Quảng Ninh và cấp ủy, chính quyền thành phố Uông Bí tổ chức Chương trình “Cảnh sát biển đồng hành với ngư dân”.",https://dangcongsan.vn/xa-hoi/sat-canh-dong-hanh-cung-ngu-dan-657832.html,90,0
Chương trình “Xuân xứ dừa - Tết yêu thương” Tết Giáp Thìn,"(ĐCSVN) - Đến thời điểm này, MTTQ Việt Nam tỉnh Bến Tre đã tiếp nhận đăng ký gần 6,4 tỷ đồng, tương đương 11.600 phần quà (500.000 đồng/suất); tiếp nhận đăng ký vận động các đơn vị hỗ trợ 33.880 phần quà (mỗi phần quà từ 250.000 đồng - 500.000 đồng)... Như vậy, cơ bản 26.000 gia đình chính sách khó khăn, hộ nghèo, cận nghèo của tỉnh sẽ có một phần quà để vui Xuân, đón Tết Nguyên đán Giáp Thìn.",https://dangcongsan.vn/xa-hoi/chuong-trinh-xuan-xu-dua-tet-yeu-thuong-tet-giap-thin-657824.html,91,0
Đặt ra mục tiêu khám sàng lọc cho 1 triệu người dân,"(ĐCSVN) - Năm 2024, Trung ương Hội Thầy thuốc trẻ Việt Nam đặt ra mục tiêu khám sàng lọc cho 1 triệu người dân; vận động 40 bác sĩ trẻ tình nguyện công tác tại 62 huyện nghèo nhất của cả nước và hỗ trợ trên 10 bệnh viện tuyến huyện phát triển hạ tầng thông qua công nghệ số.",https://dangcongsan.vn/thi-dua-yeu-nuoc/dat-ra-muc-tieu-kham-sang-loc-cho-1-trieu-nguoi-dan-657838.html,92,0
"“Ngày hội công nhân - Phiên chợ nghĩa tình”  chăm lo Tết cho 10.000 đoàn viên công đoàn, người lao động khó khăn","(ĐCSVN) - “Ngày hội công nhân - Phiên chợ nghĩa tình” Tết Nguyên đán Giáp Thìn diễn ra từ ngày 13/1 đến ngày 8/2, góp phần chăm lo cho 10.000 đoàn viên Công đoàn, người lao động có hoàn cảnh khó khăn với tổng số tiền gần 6 tỷ đồng...",https://dangcongsan.vn/xa-hoi/ngay-hoi-cong-nhan-phien-cho-nghia-tinh-cham-lo-tet-cho-10000-doan-vien-cong-doan-nguoi-lao-dong-kho-khan-657826.html,93,0
"Trao tặng sổ bảo hiểm xã hội, thẻ bảo hiểm y tế cho người dân khó khăn tỉnh Hòa Bình","(ĐCSVN) - 190 thẻ bảo hiểm y tế (BHYT) và 30 sổ bảo hiểm xã hội (BHXH) đã được trao đến người dân có hoàn cảnh khó khăn huyện Mai Châu, tỉnh Hòa Bình trong “Chương trình tặng sổ BHXH, thẻ BHYT cho người có hoàn cảnh khó khăn và mang Tết ấm đến với người nghèo Xuân Giáp Thìn” của BHXH Việt Nam năm 2024.",https://dangcongsan.vn/thoi-su/trao-tang-so-bao-hiem-xa-hoi-the-bao-hiem-y-te-cho-nguoi-dan-kho-khan-tinh-hoa-binh-657828.html,94,0
Thời tiết từ nay đến Tết Nguyên đán diễn  biến ra sao?,"(ĐCSVN) – Từ giờ đến cuối tháng 1/2024 và Tết Nguyên đán là khoảng thời gian nằm trong chu kỳ của thời kỳ chính Đông, do vậy sẽ xuất hiện không khí lạnh với tần suất nhiều hơn. Đồng thời, vào thời kỳ cuối tháng 1 đến đầu tháng 2/2024 cũng sẽ xuất hiện các đợt mưa nhỏ lặp lại tại khu vực Bắc Bộ.",https://dangcongsan.vn/xa-hoi/thoi-tiet-tu-nay-den-tet-nguyen-dan-dien-bien-ra-sao-657806.html,95,0
"Bắc Bộ và Thanh Hóa – Nghệ An tiếp tục mưa, rét 2 ngày cuối tuần","(ĐCSVN) – Dự báo Bắc Bộ và Thanh Hóa – Nghệ An đón hai ngày cuối tuần trong điều kiện thời tiết mưa, rét. Miền Trung tiếp tục mưa rải rác. Tây Nguyên, Nam Bộ ngày nắng, ít mưa.",https://dangcongsan.vn/xa-hoi/bac-bo-va-thanh-hoa-nghe-an-tiep-tuc-mua-ret-2-ngay-cuoi-tuan-657800.html,96,0
Quảng Ninh: Tai nạn nghiêm trọng khiến 3 người tử vong,"Thông tin từ UBND thành phố Cẩm Phả (Quảng Ninh), trên địa bàn vừa xảy ra vụ tai nạn đặc biệt nghiêm trọng do cú tông của xe ô tô bán tải với xe máy khiến 3 người tử vong.",https://dangcongsan.vn/thoi-su/quang-ninh-tai-nan-nghiem-trong-khien-3-nguoi-tu-vong-657797.html,97,0
"Đồng Nai chi trả tiền bồi thường, hỗ trợ dự án Đường cao tốc Biên Hòa - Vũng Tàu","(ĐCSVN) - Ngày 12/1, UBND huyện Long Thành phối hợp với Ban Quản lý dự án bồi thường, giải phóng mặt bằng và hỗ trợ tái định cư tỉnh Đồng Nai tổ chức chi trả tiền bồi thường, hỗ trợ cho các hộ dân và tổ chức của dự án cao tốc Biên Hòa - Vũng Tàu giai đoạn 1, đoạn qua huyện Long Thành.",https://dangcongsan.vn/xa-hoi/dong-nai-chi-tra-tien-boi-thuong-ho-tro-du-an-duong-cao-toc-bien-hoa-vung-tau-657751.html,98,0
"TP Hồ Chí Minh: Thiếu hơn 10.000 m2 kho, bãi tạm giữ phương tiện vi phạm giao thông","(ĐCSVN) - Thượng tá Lê Mạnh Hà, Phó trưởng phòng Tham mưu, Công an TP Hồ Chí Minh cho biết, thống kê riêng của phòng Cảnh sát giao thông (CSGT), hiện còn thiếu hơn 10.000 m2 kho, bãi để tạm giữ phương tiện vi phạm hành chính.",https://dangcongsan.vn/xa-hoi/tp-ho-chi-minh-thieu-hon-10000-m2-kho-bai-tam-giu-phuong-tien-vi-pham-giao-thong-657745.html,99,0
Ngày hội của tình quân - dân nơi biên giới Sóc Trăng,"(ĐCSVN) - Ngày 12/1, Bộ đội Biên phòng tỉnh Sóc Trăng phối hợp với UBND thị xã Vĩnh Châu, Hội Chữ thập đỏ tỉnh Sóc Trăng tổ chức Chương trình “Xuân biên phòng - Ấm lòng dân bản” nhân dịp Tết Giáp Thìn năm 2024 sắp đến.",https://dangcongsan.vn/xa-hoi/ngay-hoi-cua-tinh-quan-dan-noi-bien-gioi-soc-trang-657735.html,100,0
Sửa chữa nhà dân bị ảnh hưởng bởi vụ máy bay quân sự rơi,"(ĐCSVN) - Sáng 12/1, lực lượng cán bộ, chiến sĩ Sư đoàn 372 (thuộc Quân chủng Phòng không - Không quân) đã có mặt tại khu phố Bình Minh (phường Điện Nam Bắc, thị xã Điện Bàn, tỉnh Quảng Nam) để sửa chữa nhà cửa, khắc phục sự cố liên quan vụ rơi máy bay Su22 trong quá trình bay huấn luyện.",https://dangcongsan.vn/xa-hoi/sua-chua-nha-dan-bi-anh-huong-boi-vu-may-bay-quan-su-roi-657729.html,101,0
TP Hồ Chí Minh: Nhiều hoạt động chăm lo Tết đối với người lao động khó khăn,"(ĐCSVN) - Phó Chủ tịch Liên đoàn Lao động TP Hồ Chí Minh Phùng Thái Quang vừa cho biết, Tết Nguyên đán 2024, TP Hồ Chí Minh sẽ triển khai các chính sách hỗ trợ đoàn viên, người lao động bị giảm thời gian làm việc, chấm dứt hợp đồng lao động do doanh nghiệp bị cắt, giảm đơn hàng.",https://dangcongsan.vn/xa-hoi/tp-ho-chi-minh-nhieu-hoat-dong-cham-lo-tet-doi-voi-nguoi-lao-dong-kho-khan-657711.html,102,0
Bắc Bộ và Bắc Trung Bộ tiếp tục mưa rét kéo dài,"(ĐCSVN) – Hôm nay (12/1), Bắc Bộ và Bắc Trung Bộ tiếp tục mưa rét và khả năng kéo dài khoảng 1-2 ngày tới. Trung Bộ ít mưa, hửng nắng. Tây Nguyên, Nam Bộ ngày nắng nhiều.",https://dangcongsan.vn/xa-hoi/bac-bo-va-bac-trung-bo-tiep-tuc-mua-ret-keo-dai-657700.html,103,0
Xuân Biên phòng ấm lòng dân bản,"(ĐCSVN) - Ngày 11/1, tại thị xã Tịnh Biên, tỉnh An Giang, Bộ Chỉ huy Bộ đội Biên phòng tỉnh An Giang chủ trì phối hợp với Hội Liên hiệp phụ nữ tỉnh và Bộ Tư lệnh Vùng 5 Hải quân tổ chức chương trình “Xuân Biên phòng ấm lòng dân bản” năm 2024.",https://dangcongsan.vn/xa-hoi/xuan-bien-phong-am-long-dan-ban-657688.html,104,0
Thêm thắm đẹp tình cảm đoàn kết quân dân,"(ĐCSVN) - Ngày 11/01, tại Đồn Biên phòng Tam Quan Nam, Bộ Chỉ huy Bộ đội Biên phòng tỉnh Bình Định, Ủy ban Mặt trận Tổ quốc Việt Nam tỉnh Bình Định, Hội Chữ thập đỏ tỉnh, cùng với chính quyền địa phương và Đồn Biên phòng Tam Quan Nam cùng các nhà hảo tâm đã tổ chức Chương trình “Xuân Biên phòng ấm lòng dân bản”.",https://dangcongsan.vn/xa-hoi/them-tham-dep-tinh-cam-doan-ket-quan-dan-657689.html,105,0
Đồng bào Công giáo góp phần thiết thực vào sự phát triển của Thủ đô,"(ĐCSVN) - Sáng 11/01, tại TP Hà Nội, Ủy ban Đoàn kết Công giáo Việt Nam thành phố Hà Nội tổ chức Hội nghị tổng kết chương trình công tác năm 2023, phương hướng nhiệm vụ trọng tâm năm 2024; triển khai chương trình công tác, phát động ký giao ước thi đua năm 2024.",https://dangcongsan.vn/xa-hoi/dong-bao-cong-giao-gop-phan-thiet-thuc-vao-su-phat-trien-cua-thu-do-657655.html,106,0
Vé xe dịp Tết Nguyên đán tại Hà Nội đều được niêm yết giá,"(ĐCSVN) – Sở Giao thông Vận tải (GTVT) Hà Nội yêu cầu các bến xe phục vụ vận tải dịp Tết Nguyên đán 2024 thực hiện nghiêm việc kiểm tra, kiểm soát các xe ra vào bến đăng ký đón trả khách, kiểm tra chất lượng phương tiện, người lái, hàng hóa, hành lý theo quy định.",https://dangcongsan.vn/xa-hoi/ve-xe-dip-tet-nguyen-dan-tai-ha-noi-deu-duoc-niem-yet-gia-657656.html,107,0
Đà Nẵng: Biểu dương vợ chồng công nhân môi trường trả lại tài sản du khách đánh rơi,"(ĐCSVN) – Ngày 11/01, thông tin từ Sở Du lịch Thành phố Đà Nẵng cho biết, đơn vị vừa tặng Giấy khen biểu dương anh Nguyễn Văn Trung và chị Nguyễn Thị Trách là vợ chồng công nhân vệ sinh môi trường nhặt được của rơi tìm cách liên hệ trả lại cho du khách.",https://dangcongsan.vn/xa-hoi/da-nang-bieu-duong-vo-chong-cong-nhan-moi-truong-tra-lai-tai-san-du-khach-danh-roi-657667.html,108,0
Hà Nội: Đề xuất dừng 6 tuyến buýt có mức trợ giá cao từ ngân sách,"(ĐCSVN) - Sở Giao thông vận tải Hà Nội kiến nghị UBND thành phố Hà Nội dừng hoạt động 6 tuyến xe buýt trợ giá do doanh thu thấp, ngân sách thành phố phải trợ giá cao.",https://dangcongsan.vn/xa-hoi/ha-noi-de-xuat-dung-6-tuyen-buyt-co-muc-tro-gia-cao-tu-ngan-sach-657664.html,109,0
"TP Cần Thơ: Nhiều kết quả trong công tác chăm lo cho hội viên, phụ nữ","(ĐCSVN) - Năm 2023, việc thực hiện công tác an sinh xã hội, chăm lo cho phụ nữ yếu thế đã được các cấp Hội Phụ nữ TP Cần Thơ triển khai mạnh mẽ và đạt kết quả tích cực.",https://dangcongsan.vn/xa-hoi/tp-can-tho-nhieu-ket-qua-trong-cong-tac-cham-lo-cho-hoi-vien-phu-nu-657632.html,110,0
Ấm áp Tết sớm của công nhân và người nghèo,"(ĐCSVN) - Với phương châm “Tết đoàn viên với mọi người lao động, không ai bị bỏ lại phía sau, đón xuân vui tươi, no ấm, đủ đầy”, trong các ngày 09 và 10/1, tại TP. Thủ Đức, TP. Hồ Chí Minh, Tổng công ty Tân Cảng Sài Gòn, Quân chủng Hải quân phối hợp với Liên đoàn Lao động TP. Thủ Đức tổ chức chương trình “Tết sum vầy - Xuân chia sẻ - Phiên chợ nghĩa tình” năm 2024.",https://dangcongsan.vn/xa-hoi/am-ap-tet-som-cua-cong-nhan-va-nguoi-ngheo-657633.html,111,0
Miền Bắc tiếp tục mưa rét kéo dài,"(ĐCSVN) – Hôm nay (11/1), miền Bắc tiếp tục mưa rét và khả năng còn kéo dài khoảng 2-3 ngày tới. Trung Bộ có mưa rào. Tây Nguyên, Nam Bộ ngày nắng, đêm có mưa rào.",https://dangcongsan.vn/xa-hoi/mien-bac-tiep-tuc-mua-ret-keo-dai-657610.html,112,0
"Đến hẹn, lại thấy… lo!","(ĐCSVN) - Càng đến gần Tết Nguyên đán Giáp Thìn 2024, nhu cầu tiêu thụ thực phẩm càng tăng cao. Vì thế, nhiều đối tượng luôn tìm mọi cách để tuồn hàng giả, hàng nhái, hàng không rõ nguồn gốc, xuất xứ và thực phẩm bẩn vào thị trường tiêu thụ. Do đó, đây cũng là thời điểm nỗi lo về vấn đề thực phẩm “bẩn” và tình trạng ngộ độc thực phẩm lại lớn hơn bao giờ hết.",https://dangcongsan.vn/noi-hay-dung/den-hen-lai-thay-lo-657568.html,113,0
Phân cấp quản lý nhà nước một số lĩnh vực cho TP Hồ Chí Minh.,"(ĐCSVN) - Ngày 10/1, Phó Chủ tịch UBND TP Hồ Chí Minh Võ Văn Hoan chủ trì Hội nghị nghiên cứu, thảo luận, cho ý kiến đối với dự thảo Nghị định của Chính phủ phân cấp quản lý nhà nước một số lĩnh vực cho TP Hồ Chí Minh.",https://dangcongsan.vn/xa-hoi/phan-cap-quan-ly-nha-nuoc-mot-so-linh-vuc-cho-tp-ho-chi-minh-657606.html,114,0
"Trên 1,46 triệu lượt đoàn viên, thanh niên Thủ đô tham gia các hoạt động tình nguyện","(ĐCSVN) - Với chủ đề công tác “Năm chuyển đổi số các hoạt động của Đoàn”, năm 2023, các cấp bộ đoàn Thành phố Hà Nội đã thực hiện thắng lợi 10/10 chỉ tiêu công tác năm, trong đó có 2 chỉ tiêu hoàn thành và 8 chỉ tiêu vượt.",https://dangcongsan.vn/xa-hoi/tren-1-46-trieu-luot-doan-vien-thanh-nien-thu-do-tham-gia-cac-hoat-dong-tinh-nguyen-657605.html,115,0
"Nâng cao đời sống vật chất, tinh thần cho đồng bào dân tộc trên địa bàn TP Hồ Chí Minh","(ĐCSVN) - Năm 2024, chương trình công tác dân tộc phải gắn liền với chủ đề năm 2024 của TP Hồ Chí Minh. Ban Dân tộc TP tập trung thực hiện có hiệu quả chính sách dân tộc trên các lĩnh vực an sinh xã hội, bảo tồn và phát huy bản sắc văn hóa dân tộc; nâng cao đời sống vật chất lẫn tinh thần cho đồng bào dân tộc thiểu số trên địa bàn Thành phố.",https://dangcongsan.vn/xa-hoi/nang-cao-doi-song-vat-chat-tinh-than-cho-dong-bao-dan-toc-tren-dia-ban-tp-ho-chi-minh-657600.html,116,0
"Hà Nội thành lập 26 thôn, tổ dân phố mới","(ĐCSVN) - UBND Thành phố Hà Nội vừa có quyết định thành lập, đặt tên thôn, tổ dân phố mới thuộc Thành phố Hà Nội năm 2023.",https://dangcongsan.vn/xa-hoi/ha-noi-thanh-lap-26-thon-to-dan-pho-moi-657602.html,117,0
